,MI,chi2,chi2_pval,corrected_pval,f_statistic,f_pval,f_corrected_pval
Cluster 10387,0.0013480524802124624,0.5600822120758102,0.45422711997238285,1.0,596.2463252504452,1.4038256128134153e-103,
Cluster 10390,0.0012791368584141264,0.9053539274837556,0.6359235268064574,1.0,25.594362287117608,5.014118348678004e-07,
Cluster 10393,0.001680648115027033,0.01839588264062664,0.8921126637969644,1.0,373.5444455262389,6.337281407461953e-71,
Cluster 10400,0.0,0.0,1.0,1.0,380.0989399293285,5.842041947503637e-72,
Cluster 10402,3.6606028143098754e-05,0.0,1.0,1.0,367.122887221918,6.623783378414017e-70,
Cluster 10405,3.6606028143098754e-05,0.0,1.0,1.0,632.9895689127844,1.6036724544343904e-108,
Cluster 10418,0.011021579091452415,10.716772666348705,0.004708497927506171,0.04172436543740796,115.1891141108555,1.667026104049506e-25,
Cluster 10427,0.01861858183691021,16.626219836772158,4.551740396972162e-05,0.0008014374999332981,406.8308367971139,3.9350238320180964e-76,
Cluster 10431,0.0,0.0,1.0,1.0,652.4722222222224,4.2637969836042124e-111,
Cluster 10434,3.6606028143098754e-05,0.0,1.0,1.0,367.122887221918,6.623783378414017e-70,
Cluster 10438,3.6606028143098754e-05,0.0,1.0,1.0,367.122887221918,6.623783378414017e-70,
Cluster 10439,0.006827656100540605,6.386636262274723,0.04103548367267429,0.24002006641516183,294.857391607174,4.341610641458414e-58,
Cluster 10440,7.351060302414683e-05,0.0,1.0,1.0,614.2615516257846,5.128635842901632e-106,
Cluster 10441,0.0245083959187059,22.44880406039007,2.158198271228252e-06,5.6499295935413675e-05,345.87302287942316,1.693233859687729e-66,
Cluster 10442,0.033778748148250354,32.511106162000004,1.1851331957636469e-08,5.482693399519322e-07,28.369955676104784,1.238865144036481e-07,
Cluster 10443,0.0006699253426211086,0.055410178760274605,0.8139032005116099,1.0,623.5339210425449,2.9253665029423125e-107,
Cluster 10444,0.02719325073244594,25.899582621547385,3.5964689980219303e-07,1.1564455253435083e-05,199.97601556194775,1.645481319962219e-41,
Cluster 10447,0.0023497891577270794,1.7145633262890103,0.19039437108925303,0.6929606159486407,487.16074560162906,3.349575997466662e-88,
Cluster 10454,0.03655492096217838,35.005489383036675,3.287771446463722e-09,1.686322990543553e-07,66.32901769806391,1.1345400947816473e-15,
Cluster 10455,0.01006302918444862,8.172433099749384,0.00425318156158442,0.038010796389633485,289.29940745904486,3.750159524558277e-57,
Cluster 10456,0.043130555852223224,41.431308628396714,1.2208631985752908e-10,8.114011575038245e-09,0.14620541175319277,0.7022698767525082,
Cluster 10457,0.0,0.0,1.0,1.0,652.4722222222224,4.2637969836042124e-111,
Cluster 10460,0.0001281377593555441,0.0052098856108929795,0.9424590295271712,1.0,304.27426385552883,1.1492390877859387e-59,
Cluster 10461,0.001138127040566395,0.0,1.0,1.0,373.5444455262389,6.337281407461953e-71,
Cluster 10463,3.6606028143098754e-05,0.0,1.0,1.0,367.122887221918,6.623783378414017e-70,
Cluster 10464,0.001138127040566395,0.0,1.0,1.0,373.5444455262389,6.337281407461953e-71,
Cluster 10465,0.0016762042843100674,0.606353523042888,0.43616408592673894,1.0,354.6636242631679,6.493758552520159e-68,
Cluster 10466,0.0012725993127171153,0.7927421417039475,0.37327224793509783,0.9510682613087165,261.68953673452296,1.9387760531045877e-52,
Cluster 10468,0.012331105328549655,11.379468754779783,0.0007426035269776184,0.008599166608406471,150.89374386309433,2.1424264579504115e-32,
Cluster 10471,0.0001107174033738445,0.0,1.0,1.0,342.69263177605103,5.538721191105768e-66,
Cluster 10473,0.0003106801397892711,0.13371130541131232,0.7146146443233277,1.0,232.94579844297604,2.0316579061668653e-47,
Cluster 10474,0.020383067399814422,17.87094026139586,2.3640351983630516e-05,0.00045254730597467136,232.9457984429759,2.0316579061668653e-47,
Cluster 10475,3.6606028143098754e-05,0.0,1.0,1.0,367.122887221918,6.623783378414017e-70,
Cluster 10488,0.0024658740913443174,1.3900078281210313,0.23840377765115353,0.7733524258962207,562.2018540398075,6.758325969460231e-99,
Cluster 10493,0.0017144199353940973,1.1374005982101623,0.2862022649593311,0.8652999761504686,284.48830097227443,2.443097847071636e-56,
Cluster 10497,0.004548960098336724,2.6455801927170555,0.10383824056294887,0.47664075647511184,325.5943422136776,3.402925110032439e-63,
Cluster 10499,0.018502874706434167,15.609118617556796,7.787812193404011e-05,0.0012510208948978785,261.689536734523,1.9387760531045877e-52,
Cluster 10503,0.0,0.0,1.0,1.0,652.4722222222224,4.2637969836042124e-111,
Cluster 10511,0.006754515990366916,3.21088385779996,0.07314995842729798,0.3630569196201024,354.6636242631679,6.493758552520159e-68,
Cluster 10512,0.0014378353653757628,0.8570225236827438,0.35457326073195405,0.9335107381908628,284.4883009722745,2.443097847071636e-56,
Cluster 10515,0.0,0.0,1.0,1.0,652.4722222222224,4.2637969836042124e-111,
Cluster 10516,0.003855954384847971,3.0991422348163455,0.21233902281113456,0.7297704034159077,17.604584527220627,2.9619804487750033e-05,
